image_id,Mean_R,Mean_G,Mean_B,Std_R,Std_G,Std_B,Skew_R,Skew_G,Skew_B,Contrast_0,Correlation_0,Energy_0,Homogeneity_0,Contrast_45,Correlation_45,Energy_45,Homogeneity_45,Contrast_90,Correlation_90,Energy_90,Homogeneity_90,Contrast_135,Correlation_135,Energy_135,Homogeneity_135,Grade
frame1630.jpg,115.16158311631945,122.32809136284722,49.85307942708334,101.04920572631481,107.00458757700362,74.56102371364811,-0.0058959958767874346,-0.03951632748358955,1.685786426752618,4610.026667755992,0.7152702604063349,0.21180394670137015,0.34982046782020515,5573.768729969703,0.6561294031163597,0.20683047483990114,0.3066589897639792,4910.721849868882,0.6971224248401892,0.2113782251699514,0.3219103370009918,5037.583797788127,0.6892083409073665,0.20790827902888714,0.3317096509193395,1
frame1640.jpg,116.39213541666666,122.60642686631944,49.96352430555555,101.66852332127621,106.98503273906945,74.69255419202491,-0.01901184828715987,-0.04526636919747441,1.679811956853337,4655.5646514161235,0.7127364597609983,0.2113096370241886,0.3473576266972923,5654.378419379696,0.6514922074038826,0.20659417997959587,0.305198150599016,4963.587378715034,0.6941697259454421,0.2113317825216821,0.3200024554565435,5063.490418293902,0.687911217651137,0.2073841277375526,0.32923169111422934,1
frame1650.jpg,118.65363172743055,124.16361979166666,50.947315538194445,102.26611893366312,107.09582344191888,74.8850518865339,-0.04884776955908307,-0.07036928818375433,1.6515998893798873,4596.760436819174,0.7179834949476426,0.2143733868354398,0.3497528325239368,5554.939657361518,0.6595655774154175,0.2093963292937831,0.3079180293825611,4865.912515297203,0.7018810851038104,0.21409431924170613,0.3231027137135263,5042.899008992838,0.690945234382008,0.21033831187225518,0.331358594737308,1
frame1660.jpg,113.14655490451389,116.85548285590278,44.294755859375,103.64334126276333,107.64678395931256,69.09331584879705,0.04759147028393482,0.044948504315092494,1.8752001081248757,4263.639663398695,0.7318670782178304,0.24293806215911967,0.37083416535364855,5365.652626486404,0.6628595919870821,0.2362404134829793,0.32846098650063005,4640.1218739073465,0.7084998447655635,0.24119436227899382,0.34285030009272116,4686.795254242483,0.7055140248902395,0.2380831957755423,0.352882859309837,1
frame1670.jpg,116.1906911892361,118.940546875,45.00338216145833,104.36689406699581,107.6622741745227,69.69205067710435,0.007309871439593083,0.01186616869222683,1.8593586401283821,4324.552337690636,0.7285691720367903,0.23444709060081004,0.3654161966028071,5383.634853154934,0.662368661844908,0.2286501517257195,0.3224948895238856,4678.495692744758,0.7066294682872006,0.23359892195553478,0.3368955509130189,4712.9992830686,0.7044269864695498,0.23021841551299196,0.34690199910995606,1
frame1680.jpg,119.88545789930555,121.65538953993055,46.32495985243055,104.88388839173379,107.51887979766644,70.39500865040918,-0.04574944914343251,-0.03272283113600335,1.82080716163002,4282.971081699348,0.7316120384186618,0.2264546943698196,0.3594009664232408,5340.596837183238,0.665591688800985,0.22044154555417095,0.3158035223247632,4671.594319274474,0.7075235019428,0.22497458011323418,0.3298453972365557,4737.883540787377,0.7033309902872349,0.22164778811377223,0.3391536710051389,1
frame1690.jpg,109.04985460069445,110.60480902777778,46.24516384548611,106.88554812804851,109.49525139674209,74.04369148441022,0.1378599672175765,0.1566904839647669,1.789455597467639,4143.864669934643,0.7555736887895088,0.3370615417058566,0.4409282943829191,4918.200740792634,0.7097030788895293,0.3323552875592906,0.40645902216002355,4268.699810970285,0.7479627142336785,0.3361687435078946,0.4175888714860306,4572.355917584631,0.7301163772152045,0.33299899198078176,0.4204871746969404,1
frame1700.jpg,110.92184136284722,112.33719943576389,46.596400824652775,107.05711710516057,109.55268308433293,74.22541158307003,0.10857123558959739,0.1283702394506866,1.781624209515176,4122.217896514166,0.7568027285277701,0.33313182268018626,0.4396117729226011,4880.654899870406,0.7118659139350073,0.3287782613440466,0.4033256088333763,4251.868029938816,0.748910410768892,0.33244612294018017,0.4140189293872268,4551.532098824891,0.7312957879827275,0.3294114513021354,0.4187543174268653,1
frame1710.jpg,111.54038628472222,112.74708658854166,46.65074761284722,107.2564127600275,109.57348484676523,74.28175154075714,0.10036654039011013,0.12132255708086445,1.7819890926106607,4093.2990403050153,0.7585756434113873,0.3340009807431531,0.4402153183263431,4811.917269399837,0.715973667581115,0.3294466936082963,0.40503182058209614,4215.31204108392,0.7511136109961992,0.33311362592261756,0.4153037706452892,4518.900311509433,0.7332690527868273,0.330162432149235,0.41960920914732625,1
frame1720.jpg,112.07365885416667,113.106015625,47.353681640625,107.35249588209982,109.56303180454898,74.34054287171983,0.09177289209095109,0.11508184082859325,1.7564590541462723,4035.386197167759,0.7626050594902885,0.3352183853401889,0.44099522433326555,4767.375353540219,0.7193338113925172,0.33075882887835856,0.40624982807705595,4164.406431381125,0.7547650960656124,0.3343265053122463,0.4160592310492864,4417.953399458858,0.739905059499079,0.3315315518231047,0.4207705561295204,1
